DoB,SApM,SLpM,height,name,reach,record,stance,strAcc,strDef,subAvg,tdAcc,tdAvg,tdDef,weight
Jun 24 1987,2.77,1.90,"5' 7""",Brendan O'Reilly,69,6-3-0 (1 NC),Orthodox,47%,39%,0.6,43%,2.22,36%,170
Jan 01 1987,4.78,3.77,"6' 2""",TJ O'Brien,,20-8-0,Orthodox,46%,57%,0.0,100%,0.94,0%,155
Feb 19 1984,1.80,1.03,"6' 5""",Ednaldo Oliveira,,17-3-1 (1 NC),Orthodox,22%,52%,0.0,0%,0.00,42%,205
Feb 25 1971,22.76,8.28,"6' 5""",Sean O'Haire,,4-2-0,Orthodox,57%,21%,0.0,0%,0.00,0%,270
--,1.44,7.68,"6' 2""",Sam Oropeza,,13-3-0,,56%,70%,0.0,33%,3.60,100%,170
Nov 04 1976,2.14,2.34,"5' 7""",Kenji Osawa,66,20-11-2,Orthodox,35%,63%,0.7,58%,0.91,68%,135
Oct 24 1994,3.54,7.43,"5' 11""",Sean O'Malley,72,16-1-0 (1 NC),Switch,60%,62%,0.5,42%,0.45,60%,135
Nov 14 1989,4.03,3.73,"5' 11""",Trey Ogden,72,16-5-0,Orthodox,43%,57%,1.0,15%,1.00,100%,155
Jun 20 1977,3.80,3.29,"6' 2""",Aleksei Oleinik,80,60-17-1,Orthodox,48%,44%,1.9,46%,1.82,37%,240
Jul 04 1991,5.86,1.89,"6' 2""",Charlie Ontiveros,74,11-9-0,Switch,41%,31%,0.0,0%,0.00,30%,155
Jan 09 1992,4.93,4.84,"5' 7""",Ode Osbourne,73,11-5-0 (1 NC),Southpaw,43%,43%,0.5,25%,0.95,66%,125
--,5.27,1.02,"6' 0""",Dennis Olson,,14-11-0,,42%,38%,0.0,40%,2.77,0%,170
Jan 15 1981,2.53,0.63,"5' 8""",Nobuhiro Obiya,,12-5-1,Orthodox,28%,55%,0.5,50%,0.50,41%,145
Jan 23 1975,2.88,2.59,"6' 3""",Tito Ortiz,74,19-12-1,Orthodox,46%,60%,0.6,35%,2.47,54%,205
Oct 25 1977,7.50,1.15,"5' 8""",Jeremiah O'Neal,,13-25-0,,40%,23%,0.0,0%,0.00,0%,260
Oct 17 1989,3.20,3.48,"5' 10""",Charles Oliveira,74,33-9-0 (1 NC),Orthodox,53%,51%,2.8,40%,2.37,55%,155
Jan 26 1982,3.38,2.19,"5' 8""",Rafaello Oliveira,71,17-8-0,Orthodox,33%,59%,1.6,36%,2.49,11%,155
Nov 04 1990,5.27,6.93,"5' 11""",JJ Okanovich,76,7-1-0,Orthodox,55%,50%,0.0,0%,0.00,100%,155
--,0.00,0.00,"6' 3""",Pedro Otavio,,19-8-0,Orthodox,0%,0%,0.0,0%,0.00,0%,245
Jul 21 1981,2.25,2.06,"6' 2""",Yushin Okami,75,34-12-0,Southpaw,38%,60%,0.5,39%,1.98,84%,170
--,0.00,0.00,"6' 2""",Harold Howard,,1-3-0,Orthodox,0%,0%,0.0,0%,0.00,0%,240
--,3.13,0.28,"5' 10""",Michiyoshi Ohara,,0-2-0,Orthodox,29%,48%,0.0,0%,0.00,33%,205
Feb 06 1983,0.00,0.00,"5' 6""",Elisha Helsper,,0-4-0,Orthodox,0%,0%,0.0,0%,0.00,0%,135
Dec 30 1984,3.77,2.83,"6' 2""",Nick Osipczak,76,6-3-0,Orthodox,50%,50%,1.0,45%,1.20,71%,170
Oct 13 1973,1.36,2.14,"5' 9""",Matt Hughes,73,45-9-0,Switch,53%,53%,1.2,50%,2.95,35%,170
Jul 22 1982,4.18,4.08,"5' 8""",Mark Hominick,68,20-12-0,Orthodox,42%,69%,0.9,66%,0.25,71%,145
Oct 19 1988,6.91,4.98,"6' 0""",Sabah Homasi,72,11-8-0,Orthodox,48%,47%,0.0,50%,2.80,66%,170
Feb 22 1985,1.33,2.38,"5' 10""",Ryan Hall,70,9-2-0,Southpaw,50%,65%,2.2,9%,0.22,0%,145
Mar 07 1982,3.93,5.15,"6' 3""",Jared Hamman,75,14-6-0,Orthodox,42%,55%,0.0,46%,1.57,30%,185
Jan 08 1989,3.49,5.46,"6' 0""",Phil Hawes,77,12-4-0,Orthodox,59%,56%,0.3,36%,2.37,100%,185
Mar 30 1990,0.00,0.00,"5' 7""",Jamey-Lyn Horth,,4-0-0,,0%,0%,0.0,0%,0.00,0%,125
--,0.00,0.00,--,Saeed Hosseini,,0-1-0,,0%,0%,0.0,0%,0.00,0%,--
--,0.00,0.00,"6' 4""",Moti Horenstein,,1-6-0,Orthodox,0%,0%,0.0,0%,0.00,0%,230
Oct 07 1986,3.93,2.47,"5' 7""",CJ Hamilton,68,11-4-0,Switch,31%,58%,0.0,0%,0.00,62%,125
--,0.00,0.00,--,Frank Hamaker,,1-0-0,,0%,0%,0.0,0%,0.00,0%,--
--,3.60,2.53,"5' 10""",Ron Henderson,,4-3-0,,25%,48%,0.0,20%,1.00,0%,125
Mar 01 1994,2.63,1.32,"5' 10""",Nohelin Hernandez,71,9-4-0,Orthodox,34%,52%,0.0,50%,0.71,37%,135
--,0.00,0.00,"5' 11""",Trey Houston,,11-4-0,,0%,0%,0.0,0%,0.00,0%,185
Sep 08 1986,4.28,4.51,"5' 11""",Kurt Holobaugh,70,17-7-0 (1 NC),Orthodox,42%,46%,0.7,36%,0.97,45%,155
Aug 22 1995,4.72,5.06,"5' 10""",Nasrat Haqparast,72,14-5-0,Southpaw,44%,65%,0.0,30%,0.36,78%,155
Aug 11 1986,2.59,2.47,"6' 7""",Alex Huddleston,,6-2-0,,42%,67%,0.9,0%,0.00,0%,254
Aug 04 1977,0.00,0.00,--,Dhafir Harris,,2-0-0 (1 NC),,0%,0%,0.0,0%,0.00,0%,257
--,0.00,0.00,"6' 8""",Gerry Harris,,1-4-0,Orthodox,0%,0%,0.0,0%,0.00,0%,270
Aug 21 1993,2.22,1.81,"6' 2""",Luis Henrique,74,10-5-0 (1 NC),Orthodox,43%,47%,1.0,36%,3.09,50%,243
Nov 21 1986,3.44,3.36,"6' 2""",Clint Hester,77,11-6-0,Orthodox,42%,56%,0.0,35%,1.02,60%,205
Aug 16 1998,4.85,2.58,"5' 4""",Chelsea Hackett,66,3-1-1,Switch,51%,46%,0.0,0%,0.00,57%,125
Oct 13 1973,0.40,0.90,"5' 9""",Mark Hughes,,6-2-0,Southpaw,47%,42%,4.5,50%,3.00,0%,205
--,1.47,4.87,"6' 4""",Mike Hayes,,20-12-2,Orthodox,55%,77%,4.0,0%,0.00,75%,230
Jun 10 1983,3.33,3.05,"6' 5""",Walt Harris,77,13-10-0 (1 NC),Southpaw,39%,54%,0.1,28%,0.29,70%,250
Aug 14 1999,3.19,3.01,"5' 2""",Kay Hansen,63,7-6-0,Orthodox,50%,51%,0.8,22%,1.83,37%,115
Dec 02 1975,1.96,1.12,"5' 9""",Dennis Hallman,72,53-20-2 (1 NC),Orthodox,44%,43%,2.1,30%,1.79,25%,155
Feb 05 1976,3.07,3.40,"6' 4""",Antoni Hardonk,78,8-6-0,Orthodox,61%,46%,0.9,0%,0.00,40%,245
Sep 13 1999,3.72,4.04,"6' 1""",Chase Hooper,74,11-3-1,Southpaw,48%,34%,2.3,26%,1.56,50%,145
Aug 08 1986,3.26,3.36,"5' 9""",Damir Hadzovic,70,14-7-0,Orthodox,48%,62%,0.2,55%,0.78,34%,155
Mar 02 1978,1.77,2.37,"6' 4""",Heath Herring,78,28-16-0 (1 NC),Orthodox,50%,54%,0.7,50%,1.22,32%,250
May 27 1990,5.07,1.51,"5' 5""",Geane Herrera,66,9-3-0,Orthodox,31%,52%,0.6,37%,0.83,38%,125
--,0.00,0.00,"6' 0""",Mark Hall,,5-6-0,Orthodox,0%,0%,0.0,0%,0.00,0%,190
May 05 1981,3.50,3.36,"5' 7""",Mizuto Hirota,67,18-10-2,Orthodox,40%,54%,0.1,50%,1.36,58%,155
Aug 03 1996,3.54,4.02,"5' 7""",Jake Hadley,70,9-1-0,Southpaw,48%,61%,1.9,100%,0.49,37%,125
May 26 1979,2.04,2.01,"5' 7""",Joachim Hansen,,23-14-1,Southpaw,43%,58%,1.9,58%,2.21,34%,150
Oct 02 1980,3.52,3.28,"6' 1""",Ed Herman,77,27-15-0 (1 NC),Orthodox,48%,42%,1.1,48%,2.08,59%,205
Jun 28 1980,2.25,1.07,"6' 2""",Sam Hoger,,10-4-0,Orthodox,25%,57%,1.3,38%,1.12,29%,205
Mar 11 1986,2.05,1.48,"5' 9""",Tommy Hayden,,11-3-0,Southpaw,27%,55%,0.0,33%,3.42,66%,145
Jul 31 1984,3.85,3.23,"6' 0""",Uriah Hall,79,18-11-0,Orthodox,48%,54%,0.1,38%,0.54,64%,185
Aug 14 1985,1.67,0.25,"6' 0""",Mark Holst,,12-6-0,Orthodox,19%,47%,2.3,100%,0.76,60%,155
Nov 14 1984,0.00,0.00,--,Jeremy Hamilton,,9-2-0,,0%,0%,0.0,0%,0.00,0%,185
--,3.35,2.04,"5' 10""",Chris Herrera,,3-2-1,,37%,48%,0.0,100%,1.80,100%,185
Jun 18 1989,3.45,3.29,"5' 5""",Kwan Ho Kwak,,9-2-0,Switch,41%,47%,0.0,100%,0.78,26%,135
Apr 29 1986,3.51,2.24,"6' 1""",Dustin Hazelett,76,12-7-0,Orthodox,40%,46%,4.1,50%,0.55,25%,170
Sep 30 1983,3.66,4.32,"5' 9""",Scott Holtzman,69,14-6-0,Orthodox,47%,55%,0.2,56%,1.88,67%,155
Nov 19 1979,1.58,1.41,"5' 11""",Gerald Harris,77,23-5-0,Southpaw,29%,62%,0.0,54%,2.96,72%,185
Nov 24 1987,2.67,1.08,"5' 9""",Chris Heatherly,,9-4-0 (1 NC),Orthodox,45%,52%,0.7,50%,3.39,100%,155
Apr 04 1979,1.55,1.14,"5' 10""",Dale Hartt,69,6-3-0,Orthodox,35%,66%,2.5,100%,1.22,25%,155
Feb 13 1990,4.61,4.83,"6' 0""",Dan Hooker,75,22-12-0,Switch,47%,51%,0.3,36%,0.85,81%,145
Nov 28 1983,2.55,1.27,"5' 8""",Shane Howell,,13-10-0,Orthodox,32%,42%,0.0,0%,0.00,20%,125
--,0.00,0.00,"5' 11""",Spencer Hearns,,1-0-0,,0%,0%,0.0,0%,0.00,0%,185
Apr 24 1984,3.61,2.65,"5' 6""",Nick Hein,66,14-5-0 (1 NC),Southpaw,35%,59%,0.0,33%,0.86,83%,155
Aug 25 1975,1.99,1.19,"6' 1""",Jeremy Horn,74,91-22-5 (1 NC),Orthodox,39%,55%,1.1,38%,1.83,29%,185
Jan 06 1963,0.00,0.00,"6' 3""",Tony Halme,,0-4-0,Orthodox,0%,0%,0.0,0%,0.00,0%,300
--,0.43,1.73,"5' 6""",Trevor Harris,,2-2-0,,50%,75%,6.5,0%,0.00,50%,145
May 19 1991,3.51,6.46,"6' 4""",Jamahal Hill,79,11-1-0 (1 NC),Southpaw,52%,45%,0.0,0%,0.00,65%,205
Jul 28 1988,3.31,4.79,"6' 5""",Greg Hardy,80,7-5-0 (1 NC),Orthodox,50%,55%,0.0,33%,0.20,64%,265
Aug 30 1979,2.65,1.51,"5' 10""",Justin Haskins,,7-6-0,Orthodox,33%,54%,0.8,40%,1.62,52%,170
Jul 29 1973,3.91,2.61,"6' 3""",Branden Lee Hinkle,,17-11-0 (1 NC),Orthodox,69%,26%,4.3,57%,4.34,66%,235
--,3.83,1.45,"5' 11""",Abongo Humphrey,,7-3-0,Orthodox,40%,46%,3.8,37%,1.41,33%,205
Sep 16 1986,0.87,1.74,"6' 0""",Brandon Halsey,,9-3-0,,47%,65%,1.2,53%,4.98,100%,185
Apr 14 1972,4.98,1.30,"6' 0""",Scott Harper,,12-7-0,Orthodox,54%,47%,0.0,100%,3.25,0%,185
Aug 25 1987,3.17,3.98,"5' 9""",Piotr Hallmann,71,18-6-0,Orthodox,45%,58%,0.4,44%,2.55,70%,155
Jan 18 1992,2.02,1.41,"5' 9""",Marcin Held,71,23-7-0,Orthodox,34%,47%,1.3,46%,2.46,37%,155
Feb 10 1976,5.16,1.48,"5' 11""",David Heath,72,18-7-0,Orthodox,30%,49%,1.0,50%,0.33,57%,205
--,0.00,0.00,"6' 1""",Chris Hawk,,5-10-0,,0%,0%,0.0,0%,0.00,0%,205
May 03 1988,2.81,2.13,"5' 10""",Paddy Holohan,69,12-2-1,Orthodox,46%,46%,1.3,47%,2.88,71%,125
--,0.00,0.00,"6' 0""",David Hood,,1-3-0,,0%,0%,0.0,0%,0.00,0%,200
Nov 26 1974,6.92,4.62,"5' 8""",Richie Hightower,,8-4-0 (1 NC),Orthodox,35%,21%,0.0,100%,3.46,100%,170
Oct 02 1978,2.16,1.11,"6' 1""",Matt Horwich,,30-25-1,Orthodox,62%,38%,2.7,9%,0.33,28%,185
Oct 30 1990,1.31,2.24,"6' 1""",Jason Jackson,78,7-2-0,Orthodox,48%,56%,0.0,0%,0.00,0%,170
--,0.00,0.00,--,Baru Harn,,1-2-0,,0%,0%,0.0,0%,0.00,0%,265
--,0.00,0.00,"6' 2""",Trent Jenkins,,0-4-0,,0%,0%,0.0,0%,0.00,0%,185
--,4.73,2.00,"6' 1""",Tony Johnson,,11-3-0,,53%,31%,0.0,22%,2.00,0%,265
Sep 17 1984,0.60,2.40,"5' 10""",Sean Holden,,5-2-0,,59%,59%,2.0,83%,5.00,0%,170
--,3.58,2.32,"6' 1""",Carlton Jones,,1-4-0,Orthodox,41%,56%,2.7,50%,4.02,57%,225
Aug 18 1987,3.25,6.28,"5' 6""",Joanna Jedrzejczyk,65,16-5-0,Orthodox,48%,62%,0.1,62%,0.27,80%,115
Jul 10 1988,10.00,2.00,"5' 6""",Jinensibieke Asikeerbai,69,36-11-0,Orthodox,50%,0%,0.0,0%,0.00,0%,155
May 02 1983,3.67,4.00,"6' 2""",Tony Johnson,76,7-2-0,Orthodox,92%,22%,0.0,0%,0.00,90%,205
Mar 30 1994,2.85,3.63,"5' 7""",Miles Johns,66,13-2-0,Orthodox,48%,69%,0.0,19%,0.86,92%,135
Aug 28 1996,3.93,1.74,"5' 5""",Carls John De Tomas,71,6-2-0,Southpaw,37%,44%,0.0,33%,1.37,66%,125
Aug 04 1963,0.00,0.00,"6' 1""",Art Jimmerson,,0-1-0,Orthodox,0%,0%,0.0,0%,0.00,0%,196
Aug 04 1990,4.96,2.33,"5' 7""",Trevin Jones,70,13-9-0 (1 NC),Southpaw,38%,40%,0.0,11%,0.52,66%,135
--,0.00,0.00,--,Gareth Joseph,,9-5-0,,0%,0%,0.0,0%,0.00,0%,205
Mar 01 1989,4.56,3.36,"5' 7""",Jasmine Jasudavicius,68,7-2-0,Orthodox,40%,50%,0.0,37%,2.00,70%,125
Nov 03 1993,1.17,3.59,"5' 7""",Jack Jenkins,68,10-2-0,Switch,73%,71%,0.0,66%,4.14,100%,145
Jan 31 1988,3.11,1.78,"6' 0""",Jamelle Jones,75,7-5-0,Orthodox,80%,65%,0.0,0%,0.00,0%,205
--,0.00,0.00,"6' 0""",Kenyon Jackson,,4-3-0,,0%,0%,0.0,0%,0.00,0%,185
Sep 20 1977,2.99,2.84,"6' 1""",Ryan Jensen,76,21-8-0,Orthodox,39%,59%,1.9,50%,1.55,31%,185
Nov 27 1995,4.56,5.84,"5' 9""",Charles Jourdain,69,13-6-1,Switch,49%,58%,0.5,16%,0.12,48%,145
Aug 10 1989,5.33,3.34,"5' 7""",Justin Jaynes,68,16-8-0,Orthodox,44%,62%,1.1,40%,0.75,20%,145
Sep 25 1980,0.00,0.00,"5' 11""",Josh Janousek,,8-1-0,Orthodox,0%,0%,0.0,0%,0.00,0%,185
Jun 28 1982,3.75,2.11,"6' 1""",DaMarques Johnson,75,15-15-0,Orthodox,37%,51%,0.7,55%,1.18,19%,170
--,2.71,2.26,"5' 9""",Gigo Jara,,6-9-0,,57%,51%,0.0,0%,0.00,66%,145
Apr 21 1984,1.59,2.47,"5' 11""",Kajan Johnson,75,23-13-1,Orthodox,42%,64%,0.2,37%,1.54,62%,155
Jul 22 1981,0.00,0.00,"5' 8""",Adrienna Jenkins,,19-6-0,,0%,0%,0.0,0%,0.00,0%,145
Aug 02 1969,1.47,2.20,"6' 1""",Jaime Jara,,38-18-0 (1 NC),Southpaw,60%,56%,0.0,0%,0.00,25%,205
Oct 22 1968,1.80,1.20,"5' 2""",Phil Johns,,30-14-1,Southpaw,66%,50%,0.0,0%,0.00,50%,170
Jan 25 1988,3.83,1.01,"5' 7""",Dashon Johnson,,9-2-0,Orthodox,69%,35%,0.8,33%,0.85,63%,145
Aug 21 1979,3.67,2.94,"5' 9""",Dave Jansen,73,20-4-0,Orthodox,33%,58%,0.9,28%,2.79,38%,155
--,0.00,0.00,--,Travis Johnson,,0-1-0,,0%,0%,0.0,0%,0.00,0%,205
Nov 16 1981,0.00,0.00,"5' 9""",Chris Jones,,10-5-0,,0%,0%,0.0,0%,0.00,0%,149
Jul 27 1978,4.27,1.85,"5' 6""",Joe Jordan,,49-14-2,Orthodox,25%,59%,0.0,0%,0.00,66%,155
--,0.00,0.00,"5' 10""",Steve Jennum,,2-3-0,Orthodox,0%,0%,0.0,0%,0.00,0%,215
Aug 08 1988,2.83,2.65,"5' 11""",Damon Jackson,71,22-4-1 (1 NC),Switch,41%,50%,2.1,40%,2.62,42%,145
Jun 11 1977,2.54,5.39,"6' 4""",Lavar Johnson,82,18-10-0,Orthodox,55%,55%,0.6,66%,0.61,54%,240
Apr 04 1988,3.98,5.58,"6' 3""",Dustin Jacoby,76,18-6-1,Orthodox,46%,60%,0.0,30%,0.34,58%,205
Jun 16 1963,0.00,0.00,"5' 9""",Paul Jones,,11-1-1,Orthodox,0%,0%,0.0,0%,0.00,0%,199
Jul 31 1981,0.00,0.00,"5' 8""",Tito Jones,,11-8-0,Southpaw,0%,0%,0.0,0%,0.00,0%,145
Jul 10 1985,3.34,1.06,"5' 11""",Brock Jardine,,12-6-0,Orthodox,30%,56%,0.8,0%,0.00,14%,170
Jun 20 1978,2.51,3.25,"6' 1""",Quinton Jackson,73,37-12-0,Orthodox,54%,55%,0.1,56%,1.52,73%,205
Aug 15 1973,2.71,1.94,"6' 6""",Marcus Jones,,4-2-0,Orthodox,52%,58%,2.9,75%,8.71,0%,265
May 29 1978,2.67,1.33,"6' 0""",Nate James,,14-8-1,,42%,28%,0.0,0%,0.00,44%,185
Apr 30 1975,1.57,2.17,"6' 0""",Jeff Joslin,,5-3-0,Orthodox,39%,65%,0.5,33%,0.50,64%,170
Sep 30 1991,8.05,2.93,"6' 0""",Brandon Jenkins,71,15-9-0,Switch,41%,33%,0.0,0%,0.00,27%,155
Mar 21 1984,3.14,2.04,"5' 7""",Rony Jason,73,14-7-0 (1 NC),Orthodox,44%,53%,0.8,30%,0.59,36%,145
Oct 31 1988,2.16,2.94,"5' 10""",Myles Jury,73,17-4-0,Orthodox,42%,66%,0.3,55%,2.16,50%,145
Jul 09 1985,2.25,7.28,"5' 8""",Cristiane Justino,68,21-2-0 (1 NC),Orthodox,52%,64%,0.4,55%,0.66,94%,145
Mar 22 1995,5.32,2.42,"5' 4""",Liana Jojua,62,8-5-0,Orthodox,30%,54%,1.3,66%,1.71,50%,125
Nov 14 1992,4.46,3.10,"6' 2""",Aaron Jeffery,73,10-3-0,Orthodox,45%,34%,0.0,0%,0.00,50%,185
Jan 10 1991,4.37,4.23,"5' 9""",Charles Johnson,70,12-3-0,Switch,54%,50%,0.0,0%,0.00,56%,125
Oct 27 1985,2.79,0.53,"5' 8""",Young Sam Jung,,4-8-0,Orthodox,9%,63%,2.0,0%,0.00,0%,139
Sep 03 1984,3.39,1.32,"6' 1""",Daniel Jolly,75,5-3-0,Orthodox,46%,44%,0.0,33%,2.83,50%,205
Aug 28 1997,7.77,6.23,"5' 5""",Chan-Mi Jeon,,5-2-0,Orthodox,31%,55%,0.0,0%,0.00,0%,115
Feb 21 1992,3.84,2.86,"5' 7""",Brett Johns,71,17-2-0,Orthodox,49%,53%,1.0,49%,4.92,58%,135
Sep 21 1970,3.01,1.45,"5' 11""",Ronald Jhun,,24-26-2,Orthodox,57%,50%,0.0,100%,1.81,100%,170
Jul 22 1986,7.80,5.92,"6' 2""",Chad Johnson,80,6-2-0,Orthodox,68%,40%,0.0,0%,0.00,0%,230
--,0.00,0.00,--,Ben Jones,,4-4-0 (1 NC),,0%,0%,0.0,0%,0.00,0%,185
Oct 14 1985,5.63,3.28,"6' 6""",Dustin Joynson,78,5-0-0 (1 NC),Orthodox,53%,47%,0.0,0%,0.00,0%,244
Mar 17 1987,4.35,3.97,"5' 7""",Chan Sung Jung,72,17-7-0,Orthodox,42%,52%,0.7,47%,0.74,72%,145
Dec 31 1970,1.91,2.00,"6' 3""",Kevin Jordan,,11-9-0,Orthodox,40%,55%,0.6,0%,0.00,77%,245
Oct 21 1984,3.30,2.87,"6' 0""",Shawn Jordan,75,19-8-0,Southpaw,50%,47%,0.1,38%,1.97,76%,260
--,0.00,0.00,"5' 10""",Kevin Jackson,,4-2-0,Switch,0%,0%,0.0,0%,0.00,0%,199
Mar 13 1985,3.08,3.43,"6' 3""",Timothy Johnson,77,12-4-0,Southpaw,45%,44%,0.0,24%,1.09,69%,265
Nov 09 1990,1.13,5.09,"6' 0""",Taylor Johnson,74,5-1-0,Switch,60%,33%,0.0,100%,8.49,100%,185
Sep 06 1987,3.17,1.70,"5' 11""",Justin Jones,,9-2-0,Orthodox,36%,45%,0.5,15%,1.00,46%,185
Nov 07 1980,2.91,3.41,"5' 9""",Ivan Jorge,73,27-7-0,Orthodox,49%,59%,0.6,16%,1.56,75%,155
Mar 06 1984,1.83,3.25,"6' 2""",Anthony Johnson,78,22-6-0,Orthodox,47%,60%,0.6,57%,2.43,77%,205
Jun 04 1986,3.90,4.27,"5' 10""",Michael Johnson,73,22-18-0,Southpaw,38%,58%,0.1,38%,0.47,80%,155
Sep 17 1982,3.41,3.37,"5' 5""",Scott Jorgensen,66,15-12-0,Orthodox,40%,65%,0.7,45%,2.61,59%,135
Apr 24 1992,1.40,3.39,"5' 10""",Montel Jackson,75,12-2-0,Southpaw,54%,63%,0.3,71%,3.54,67%,135
Aug 16 1989,2.87,2.60,"5' 6""",Dwight Joseph,,5-0-0,Switch,52%,55%,1.0,20%,1.00,20%,135
--,0.00,0.00,"5' 9""",Jesse Jones,,2-1-0,,0%,0%,0.0,0%,0.00,0%,170
Aug 21 1970,0.00,0.00,"6' 11""",Nathan Jones,,0-1-0,Orthodox,0%,0%,0.0,0%,0.00,0%,345
Mar 22 1985,3.73,4.49,"6' 2""",Mike Jackson,74,1-2-0 (1 NC),Orthodox,57%,62%,0.0,33%,0.71,88%,170
Feb 28 1999,4.23,6.35,"5' 3""",Yazmin Jauregui,64,10-0-0,Orthodox,41%,57%,0.0,0%,0.00,100%,115
May 08 1981,2.87,1.71,"6' 1""",Jesse Juarez,,23-12-0,Orthodox,48%,52%,0.0,33%,2.69,50%,170
Oct 26 1983,0.00,0.00,--,Roy Jones,,7-5-0,,0%,0%,0.0,0%,0.00,0%,205
Feb 05 1988,1.58,2.41,"5' 7""",Bubba Jenkins,,11-4-0,,37%,67%,0.0,68%,7.23,100%,145
--,0.00,0.00,--,Eric Jacob,,1-9-0,,0%,0%,0.0,0%,0.00,0%,155
Oct 04 1985,4.83,2.96,"5' 7""",Jocelyn Jones-Lybarger,64,6-4-0,Orthodox,31%,56%,0.0,25%,0.34,81%,115
Dec 07 1993,3.81,4.05,"6' 4""",Da-Un Jung,78,15-3-1,Orthodox,43%,54%,0.3,61%,2.43,88%,205
Sep 23 1966,3.44,2.19,"5' 8""",Eugene Jackson,,15-9-1,Orthodox,33%,32%,2.3,71%,1.91,16%,185
Jul 19 1987,2.22,4.30,"6' 4""",Jon Jones,84,26-1-0 (1 NC),Orthodox,57%,64%,0.4,44%,1.85,95%,205
Aug 19 1989,2.23,2.98,"6' 1""",Krzysztof Jotko,77,24-6-0,Southpaw,42%,57%,0.1,39%,1.33,82%,185
--,0.00,0.00,"5' 8""",Roshaun Jones,,2-6-0,,0%,0%,0.0,0%,0.00,0%,135
--,0.00,0.00,--,Victor Jones,,1-3-0,,0%,0%,0.0,0%,0.00,0%,145
Aug 22 1981,5.53,7.69,"6' 3""",Ryan Janes,76,10-3-0,Orthodox,48%,59%,0.0,100%,0.35,58%,185
Apr 12 1985,30.00,7.50,"5' 11""",Antonio Jones,,6-1-0,Orthodox,55%,42%,0.0,0%,0.00,0%,185
--,0.00,0.00,--,Josh Jarvis,,1-4-0,,0%,0%,0.0,0%,0.00,0%,--
Nov 27 1981,2.77,3.12,"6' 1""",Ryan Jimmo,73,19-5-0,Orthodox,66%,46%,0.0,28%,0.45,87%,205
--,0.00,0.00,--,Gilbert Jimenez,,8-12-1 (1 NC),,0%,0%,0.0,0%,0.00,0%,155
Aug 13 1986,1.66,3.43,"5' 3""",Demetrious Johnson,66,27-3-1,Orthodox,54%,67%,0.5,56%,3.35,65%,125
--,6.30,1.83,"5' 8""",Ricky Johnson,,10-6-0,Orthodox,25%,36%,0.0,0%,0.00,0%,145
--,0.00,0.00,--,Devin Johnson,,1-1-1,,0%,0%,0.0,0%,0.00,0%,--
May 25 1995,1.33,2.17,"6' 0""",Jose Johnson,71,15-7-0,Orthodox,63%,55%,0.5,50%,0.50,30%,135
Jul 17 1992,2.67,1.40,"6' 0""",Sung Bin Jo,72,9-1-0,Orthodox,33%,51%,1.0,33%,1.00,83%,145
Apr 26 1995,4.94,5.61,"5' 10""",Mason Jones,74,11-2-0 (1 NC),Orthodox,44%,46%,0.0,45%,3.16,80%,155
Sep 28 1993,3.94,0.88,"6' 4""",Richard Jacobi,75,6-1-1,Orthodox,44%,51%,0.0,100%,3.28,100%,260
Nov 25 1981,3.77,5.67,"6' 0""",Alan Jouban,73,17-7-0,Southpaw,50%,60%,0.3,44%,0.51,58%,170
--,6.67,2.27,--,Deshaun Johnson,,6-9-0,,41%,43%,0.0,0%,0.00,0%,167
Oct 31 1975,2.98,3.25,"6' 2""",Keith Jardine,76,17-11-2,Orthodox,36%,59%,0.7,45%,1.18,62%,185
Nov 18 1988,2.64,3.45,"6' 2""",Jordan Johnson,79,10-0-0,Orthodox,47%,53%,1.2,42%,3.25,100%,205
Jul 18 1985,1.71,0.57,"5' 6""",Mike Joy,,11-8-0,Southpaw,33%,47%,2.3,33%,0.78,0%,155
Dec 17 1978,1.81,5.13,"6' 1""",Scott Junk,,8-3-1 (1 NC),Orthodox,60%,45%,0.0,0%,0.00,0%,265
Feb 12 1988,3.17,2.93,"5' 11""",Luke Jumeau,72,13-5-0,Orthodox,43%,58%,0.0,100%,0.25,86%,170
Nov 08 1976,2.68,1.34,"5' 10""",Justin James,,13-7-0,Orthodox,36%,50%,1.6,0%,0.00,50%,155
Jul 20 1979,0.92,0.00,"5' 9""",Kyle Jensen,,4-11-2,Orthodox,0%,60%,6.9,100%,6.92,0%,170
--,10.34,0.89,--,Tony Juarez,,1-12-0,,25%,38%,0.0,100%,4.43,66%,155
Jan 31 1981,1.39,2.29,"6' 0""",Maciej Jewtuszko,,12-3-0,Southpaw,45%,66%,0.9,0%,0.00,42%,155
May 30 1979,2.93,3.06,"5' 7""",Yves Jabouin,68,20-11-0,Orthodox,41%,62%,0.1,60%,1.94,82%,135
Jan 13 1995,6.67,6.47,"6' 0""",Anshul Jubli,69,6-0-0,Switch,35%,54%,0.0,0%,0.00,60%,155
May 30 1988,3.19,2.45,"5' 3""",Virna Jandiroba,64,18-3-0,Orthodox,38%,57%,1.1,38%,2.31,73%,115
--,0.00,0.00,"6' 3""",Brian Johnston,,5-5-0,Orthodox,0%,0%,0.0,0%,0.00,0%,230
May 26 1978,1.85,0.63,"5' 7""",Bu-Kyung Jung,,0-4-0,Orthodox,36%,56%,1.5,75%,1.10,0%,154
